Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,US,United States,,US,BRFSS,Health Outcomes,59,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.6,6.5,6.7,,,308745538,,HLTHOUT,CHD,,,Coronary Heart Disease
2016,US,United States,,US,BRFSS,Prevention,59,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,69.7,69.4,70,,,308745538,,PREVENT,CHECKUP,,,Annual Checkup
2016,US,United States,,US,BRFSS,Prevention,59,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.2,71,71.5,,,308745538,,PREVENT,CHECKUP,,,Annual Checkup
2015,US,United States,,US,BRFSS,Prevention,59,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.2,74.9,75.5,,,308745538,,PREVENT,CHOLSCREEN,,,Cholesterol Screening
2015,US,United States,,US,BRFSS,Prevention,59,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77,76.7,77.3,,,308745538,,PREVENT,CHOLSCREEN,,,Cholesterol Screening
2016,US,United States,,US,BRFSS,Prevention,59,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,64.2,63.8,64.7,,,308745538,,PREVENT,COLON_SCREEN,,,Colorectal Cancer Screening
2016,US,United States,,US,BRFSS,Prevention,59,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,65.2,64.8,65.7,,,308745538,,PREVENT,COLON_SCREEN,,,Colorectal Cancer Screening
2016,US,United States,,US,BRFSS,Health Outcomes,59,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6,5.8,6.1,,,308745538,,HLTHOUT,COPD,,,COPD
2016,US,United States,,US,BRFSS,Health Outcomes,59,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,6.4,6.6,,,308745538,,HLTHOUT,COPD,,,COPD
2016,US,United States,,US,BRFSS,Prevention,59,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,79.5,79,80.1,#,Data based on states available from the 2016 BRFSS,308745538,,PREVENT,PAPTEST,,,Pap Smear Test
2016,US,United States,,US,BRFSS,Prevention,59,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,35,34.2,35.8,,,308745538,,PREVENT,COREM,,,Core preventive services for older men
2016,US,United States,,US,BRFSS,Prevention,59,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,34.7,33.9,35.5,,,308745538,,PREVENT,COREM,,,Core preventive services for older men
2016,US,United States,,US,BRFSS,Prevention,59,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,31.5,30.9,32.2,,,308745538,,PREVENT,COREW,,,Core preventive services for older women
2016,US,United States,,US,BRFSS,Prevention,59,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31.7,31,32.3,,,308745538,,PREVENT,COREW,,,Core preventive services for older women
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.8,16.6,17.1,,,308745538,,UNHBEH,CSMOKING,,,Current Smoking
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.4,16.2,16.6,,,308745538,,UNHBEH,CSMOKING,,,Current Smoking
2016,US,United States,,US,BRFSS,Prevention,59,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,65.3,65,65.6,,,308745538,,PREVENT,DENTAL,,,Dental Visit
2016,US,United States,,US,BRFSS,Prevention,59,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,65.7,65.4,66,,,308745538,,PREVENT,DENTAL,,,Dental Visit
2016,US,United States,,US,BRFSS,Health Outcomes,59,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.6,9.4,9.7,,,308745538,,HLTHOUT,DIABETES,,,Diabetes
2016,US,United States,,US,BRFSS,Health Outcomes,59,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.8,10.6,10.9,,,308745538,,HLTHOUT,DIABETES,,,Diabetes
2015,US,United States,,US,BRFSS,Health Outcomes,59,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,31.1,30.8,31.4,,,308745538,,HLTHOUT,HIGHCHOL,,,High Cholesterol
2015,US,United States,,US,BRFSS,Health Outcomes,59,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,37.1,36.8,37.4,,,308745538,,HLTHOUT,HIGHCHOL,,,High Cholesterol
2016,US,United States,,US,BRFSS,Health Outcomes,59,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.7,2.6,2.8,,,308745538,,HLTHOUT,KIDNEY,,,Chronic Kidney Disease
2016,US,United States,,US,BRFSS,Health Outcomes,59,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.9,3,,,308745538,,HLTHOUT,KIDNEY,,,Chronic Kidney Disease
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.7,23.5,24,,,308745538,,UNHBEH,LPA,,,Physical Inactivity
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,24,24.5,,,308745538,,UNHBEH,LPA,,,Physical Inactivity
2016,US,United States,,US,BRFSS,Prevention,59,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,77.7,77.2,78.2,,,308745538,,PREVENT,MAMMOUSE,,,Mammography
2016,US,United States,,US,BRFSS,Prevention,59,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,75.2,74.7,75.6,,,308745538,,PREVENT,MAMMOUSE,,,Mammography
2016,US,United States,,US,BRFSS,Health Outcomes,59,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.9,11.6,12.1,,,308745538,,HLTHOUT,MHLTH,,,Mental Health
2016,US,United States,,US,BRFSS,Health Outcomes,59,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,11.5,11.9,,,308745538,,HLTHOUT,MHLTH,,,Mental Health
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,29.5,29.3,29.8,,,308745538,,UNHBEH,OBESITY,,,Obesity
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.6,29.3,29.8,,,308745538,,UNHBEH,OBESITY,,,Obesity
2016,US,United States,,US,BRFSS,Prevention,59,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,80.3,79.8,80.8,#,Data based on states available from the 2016 BRFSS,308745538,,PREVENT,PAPTEST,,,Pap Smear Test
2016,US,United States,,US,BRFSS,Health Outcomes,59,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.5,11.4,11.7,,,308745538,,HLTHOUT,PHLTH,,,Physical Health
2016,US,United States,,US,BRFSS,Health Outcomes,59,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.1,11.9,12.2,,,308745538,,HLTHOUT,PHLTH,,,Physical Health
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,35.1,34.8,35.4,,,308745538,,UNHBEH,SLEEP,,,Sleep <7 hours
2016,US,United States,,US,BRFSS,Unhealthy Behaviors,59,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.6,34.3,34.9,,,308745538,,UNHBEH,SLEEP,,,Sleep <7 hours
2016,US,United States,,US,BRFSS,Health Outcomes,59,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.9,2.8,3,,,308745538,,HLTHOUT,STROKE,,,Stroke
2016,US,United States,,US,BRFSS,Health Outcomes,59,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,3.1,3.3,,,308745538,,HLTHOUT,STROKE,,,Stroke
2016,US,United States,,US,BRFSS,Health Outcomes,59,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,15,14.6,15.4,,,308745538,,HLTHOUT,TEETHLOST,,,Teeth Loss
2016,US,United States,,US,BRFSS,Health Outcomes,59,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.5,14.1,14.9,,,308745538,,HLTHOUT,TEETHLOST,,,Teeth Loss
2016,AL,Alabama,Birmingham,City,BRFSS,Prevention,107000,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.5,19.1,19.9,,,212237,"(33.5275663773, -86.7988174678)",PREVENT,ACCESS2,107000,,Health Insurance
2016,AL,Alabama,Birmingham,City,BRFSS,Prevention,107000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,19.2,18.8,19.5,,,212237,"(33.5275663773, -86.7988174678)",PREVENT,ACCESS2,107000,,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073000100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.3,20.6,26.3,,,3042,"(33.5794328326, -86.7228323926)",PREVENT,ACCESS2,107000,1073000100,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073000300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,28.5,25.2,31.7,,,2735,"(33.5428208686, -86.752433978)",PREVENT,ACCESS2,107000,1073000300,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073000400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.9,20.5,27.6,,,3338,"(33.5632449633, -86.7640474064)",PREVENT,ACCESS2,107000,1073000400,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073000500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,25.8,22,29.9,,,2864,"(33.5442404594, -86.7749130719)",PREVENT,ACCESS2,107000,1073000500,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073000700,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,29.4,24.8,34.2,,,2577,"(33.5525406139, -86.8016893706)",PREVENT,ACCESS2,107000,1073000700,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073000800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,22.5,19.1,26.5,,,3859,"(33.549697789, -86.8330944744)",PREVENT,ACCESS2,107000,1073000800,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073001100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.7,13.3,20.4,,,5354,"(33.5429143325, -86.8756782852)",PREVENT,ACCESS2,107000,1073001100,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073001200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,22.3,19.8,24.8,,,2876,"(33.5278767706, -86.8604161686)",PREVENT,ACCESS2,107000,1073001200,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073001400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21,17.9,24.6,,,2181,"(33.5261497258, -86.835146606)",PREVENT,ACCESS2,107000,1073001400,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073001500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,26,22.9,29.1,,,3189,"(33.5298727342, -86.8197191685)",PREVENT,ACCESS2,107000,1073001500,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073001600,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24,20.2,27.5,,,3390,"(33.5372993423, -86.8036590482)",PREVENT,ACCESS2,107000,1073001600,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073001902,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,25.4,22.2,28.7,,,1894,"(33.5532050997, -86.7429801603)",PREVENT,ACCESS2,107000,1073001902,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.7,20,27.7,,,3885,"(33.5541574106, -86.7167229915)",PREVENT,ACCESS2,107000,1073002000,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.1,17.6,24.7,,,3186,"(33.5650015942, -86.7101024766)",PREVENT,ACCESS2,107000,1073002100,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,22,19.1,25.3,,,2630,"(33.5521301205, -86.7276759508)",PREVENT,ACCESS2,107000,1073002200,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002303,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,25.4,21.9,29.1,,,2936,"(33.5383153207, -86.7270445428)",PREVENT,ACCESS2,107000,1073002303,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002305,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,10.9,9.1,13.1,,,2952,"(33.5333415976, -86.7479566084)",PREVENT,ACCESS2,107000,1073002305,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002306,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.9,8.3,11.7,,,3257,"(33.5213873564, -86.7490031289)",PREVENT,ACCESS2,107000,1073002306,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.4,20.6,26.3,,,3629,"(33.5260748309, -86.7830315488)",PREVENT,ACCESS2,107000,1073002400,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002700,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.9,17.2,24.8,,,3992,"(33.5176008419, -86.8106887452)",PREVENT,ACCESS2,107000,1073002700,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073002900,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,26.4,22.1,31.2,,,2064,"(33.5132498864, -86.83004749)",PREVENT,ACCESS2,107000,1073002900,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003001,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,18.1,15.2,21.9,,,3779,"(33.5125158094, -86.8577164946)",PREVENT,ACCESS2,107000,1073003001,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003002,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.2,19.9,28.7,,,2203,"(33.512258109, -86.8441439907)",PREVENT,ACCESS2,107000,1073003002,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.6,18.3,24.9,,,3637,"(33.5059655756, -86.8745506086)",PREVENT,ACCESS2,107000,1073003100,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27,23.2,30.9,,,931,"(33.5094018502, -86.8859081961)",PREVENT,ACCESS2,107000,1073003200,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21,17.6,24.6,,,947,"(33.5171261108, -86.8913819749)",PREVENT,ACCESS2,107000,1073003300,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.4,20.5,28.6,,,2477,"(33.5052229234, -86.9014844656)",PREVENT,ACCESS2,107000,1073003400,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,19.4,16.3,22.9,,,2780,"(33.5065714011, -86.9195910063)",PREVENT,ACCESS2,107000,1073003500,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003600,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17.2,14.5,20,,,4683,"(33.48476397, -86.8981392947)",PREVENT,ACCESS2,107000,1073003600,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003700,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.3,20.7,26,,,5063,"(33.4969018589, -86.8907729426)",PREVENT,ACCESS2,107000,1073003700,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003802,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,19.8,17.3,22.4,,,5409,"(33.4785707794, -86.890000907)",PREVENT,ACCESS2,107000,1073003802,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003803,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,19.7,16.2,23.5,,,4199,"(33.485945214, -86.869692186)",PREVENT,ACCESS2,107000,1073003803,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073003900,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.4,24.5,30.4,,,1783,"(33.4989959327, -86.8647600038)",PREVENT,ACCESS2,107000,1073003900,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.9,19.7,28.2,,,3772,"(33.4953246015, -86.8516232073)",PREVENT,ACCESS2,107000,1073004000,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.3,20.5,26.3,,,2341,"(33.5007439361, -86.8270720379)",PREVENT,ACCESS2,107000,1073004200,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.9,18,24.5,,,5003,"(33.5041857556, -86.8033798346)",PREVENT,ACCESS2,107000,1073004500,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004701,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.6,7.7,12.2,,,3480,"(33.5075242148, -86.7836675838)",PREVENT,ACCESS2,107000,1073004701,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004702,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.9,6.7,9.6,,,2944,"(33.5119902661, -86.7694550989)",PREVENT,ACCESS2,107000,1073004702,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.3,7.7,11,,,1861,"(33.4989064008, -86.78269914)",PREVENT,ACCESS2,107000,1073004800,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004901,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,11.7,9.4,14.6,,,1167,"(33.4971595645, -86.7917440668)",PREVENT,ACCESS2,107000,1073004901,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073004902,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.9,12,18.2,,,3146,"(33.4935824043, -86.8009294603)",PREVENT,ACCESS2,107000,1073004902,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073005000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,18,15.4,21,,,3482,"(33.4866689795, -86.8173262831)",PREVENT,ACCESS2,107000,1073005000,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073005101,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.6,23.6,31.9,,,1507,"(33.4945909008, -86.834763936)",PREVENT,ACCESS2,107000,1073005101,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073005103,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17,14.2,20.2,,,2587,"(33.485714885, -86.8327817467)",PREVENT,ACCESS2,107000,1073005103,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073005104,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.2,20,27.3,,,2881,"(33.4749941816, -86.8335421747)",PREVENT,ACCESS2,107000,1073005104,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073005200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,18.3,15.4,21.5,,,3740,"(33.4806708775, -86.8508671514)",PREVENT,ACCESS2,107000,1073005200,Health Insurance
2016,AL,Alabama,Birmingham,Census Tract,BRFSS,Prevention,0107000-01073005302,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13,10.9,15.2,,,3463,"(33.5766456449, -86.6965590316)",PREVENT,ACCESS2,107000,1073005302,Health Insurance
